BN,FPE,Form ID,Program #1 Code,Program #1 %,Program #1 Desc,Program #2 Code,Program #2 %,Program #2 Desc,Program #3 Code,Program #3 %,Program #3 Desc,1510,1510-BN,1510-Name,1570,1600,1800,2000,2100,2400,5030  ,5031,5032,2500,2510,2530,2540,2550,2560,2570,2575,2580,2590,2600,2610,2620,2630,2640,2650,2660,2700,5450,5460,2730,2740,2750,2760,2770,2780,2790,2800,3200,3400,3900,4000,5800,5810,5820,5830,5840,5841,5842,5843,5850,5860,5861,5862,5863,5864
740396890RR0001,2023-03-20,25,,,,,,,,,,Y,"119051944RR0001","NATIONAL SPIRITUAL ASSEMBLY OF THE BAHA'IS OF CANADA",N,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
855579512RR0001,2023-03-31,25,H15,40,"",A5,30,"",A6,30,"",N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
118945369RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"Donations",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
701554891RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,Y,,,,,,,Y,,,,,Y,,,,Y,,,,Y,"Bottle drive fundraising",N,,,,,,,,,"",,Y,Y,N,N,N,N,N,N,,,,,,,,,,
778173146RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,,N,N,N,N,N,N,N,,,,,,,,,,
119027084RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,Y,,,,,Y,Y,,Y,,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,,,,,,,,,,
841873664RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
799293485RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,Y,,,,,,,,Y,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
118829191RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
119022655RR0001,2023-03-20,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,,,,,,,,,,
140739574RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,Y,,,,,Y,,Y,Y,Y,Y,,,,,,"",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,,,,,,,,,,
107808271RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,Y,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,,,,,,,,,,
816276695RR0001,2023-02-28,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
140616970RR0001,2023-04-30,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,Y,,,,,,,,,Y,"social media; posters; local Bulletin; craft sale table",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
742525132RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,,,,,,,,,,
822816237RR0001,2023-02-28,25,,,,,,,,,,,"","",N,N,Y,N,Y,,,,,,,Y,,,,,Y,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
729746123RR0001,2023-03-31,25,,,,,,,,,,Y,"119307080RR0001","YMCA of Greater Toronto",N,N,Y,N,N,,,,,,,,,,,,Y,,,Y,Y,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,,,,,,,,,,
733004089RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"Dons de particuliers et subventions",N,,,,,,,,,"",,Y,N,N,N,N,N,N,N,,,,,,,,,,
101094266RR0001,2023-04-30,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
704426725RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,Y,,,,,,,,"",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,,,,,,,,,,
889192712RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
138506225RR0001,2023-01-15,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"BOUCHE A OREILLE",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
834449928RR0001,2023-03-20,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
786834697RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
868926981RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,N,N,N,,,,,,,,,Y,,,,,,Y,Y,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
807314349RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,N,Y,N,Y,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,,N,N,,,,,,,,,,
119030013RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
784602518RR0002,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,Y,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
713212520RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,Y,,,,Y,Y,,,,,,,,"",Y,48965,1842,,,,Y,,,"",Y,N,Y,N,Y,N,N,N,N,,,,,,,,,,
122207723RR0001,2023-03-20,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
118877034RR0001,2023-01-30,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,,,,Y,Y,Y,Y,,,Y,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,,,,,,,,,,
888503463RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
835957598RR0001,2023-02-28,25,,,,,,,,,,N,"","",N,N,Y,Y,Y,,,,,,,,,,,,,,Y,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
825965031RR0001,2023-02-28,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
824247928RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
850918186RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
826360364RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
118979061RR0001,2023-04-30,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
739988939RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,,,,,Y,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
843769845RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,Y,Y,Y,Y,,,,,,,,,,,,,,,,Y,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
857209043RR0001,2023-02-28,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,Y,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
119256337RR0001,2023-03-20,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,Y,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
890309370RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,Y,Y,,,,,,,,,,Y,"HALL RENTAL",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
888121266RR0001,2023-02-28,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
812202620RR0001,2023-02-28,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"SUNDAY SERVICE OFFERINGS",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
118977834RR0001,2023-02-28,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"WE ARE LISTED ON CANADA HELPS WEBSITE",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
850238411RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
118979178RR0001,2023-03-31,24,,,,,,,,,,N,"","",N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
801964842RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,Y,,,,,,,,,,,,,,,,,,,,Y,"Institutional donor organizations",N,,,,,,,,,"",,N,Y,Y,N,N,N,N,N,,,,,,,,,,
118868009RR0001,2023-04-30,25,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,,Y,,,,,,,,"",N,,,,,,,,,"",,Y,N,N,N,N,N,N,N,,,,,,,,,,
119255289RR0001,2023-03-20,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
893419366RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
885209007RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,,,,,,,,,Y,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
119055218RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
141088187RR0001,2023-02-28,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,Y,,,,,Y,,Y,Y,Y,,,Y,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
876449075RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,Y,,,Y,,,,Y,,,,,,,,"",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,,,,,,,,,,
871659645RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,N,Y,N,Y,,,,,,,,,,,,,,,,Y,,,,,"",N,,,,,,,,,"",,Y,N,N,N,N,N,N,N,,,,,,,,,,
120818240RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
132482316RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,Y,Y,Y,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
119159648RR0001,2023-03-20,25,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
815505110RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,N,N,N,,,,,,,,,,Y,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
119006617RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,Y,,,,,,,,,,,Y,"BOTTLE/CAN RECYCLING",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
866382674RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"SOCIAL MEDIA PAGE NOTICE",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
806137022RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,Y,,,,Y,,Y,Y,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
898930748RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
786462804RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,Y,,,,,,,"",N,,,,,,,,,"",,Y,Y,N,N,N,N,N,N,,,,,,,,,,
799375670RR0001,2023-03-31,24,,,,,,,,,,N,"","",N,Y,Y,N,N,N,,,,,,,,,,,,,,,Y,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
887300358RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,Y,,,,,,,,,,,,"",N,,,,,,,,,"",,,Y,N,N,N,N,N,N,,,,,,,,,,
892608241RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
854053634RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,Y,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
867270647RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
119094944RR0001,2023-03-31,24,D5,100,"",,,,,,,N,"","",N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
875734816RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,,,,,,,Y,,,,Y,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
119255354RR0001,2023-03-20,25,,,,,,,,,,,"","",N,N,,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
119031813RR0001,2023-03-31,24,,,,,,,,,,N,"","",N,N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,,,,,,,,,,,,,,
897637708RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
136016219RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,,,,,,,,,,
873011811RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,Y,Y,,Y,Y,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
890428469RR0001,2023-02-28,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,Y,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
119256105RR0001,2023-03-20,25,,,,,,,,,,N,"","",N,N,N,Y,Y,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
890795941RR0001,2023-03-20,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
895596153RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,Y,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,,,,,,,,,,
119058022RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,Y,,,,,,,,,,Y,"HALL RENT/BINGO & NEVADA",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
863283701RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,Y,,,,,,,,,,,,Y,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
869299024RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,Y,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
852008978RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
118898261RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
892171448RR0001,2023-02-28,24,,,,,,,,,,N,"","",N,N,Y,Y,N,N,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,,,,,,,,,,
820593416RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,Y,Y,N,Y,,,,,,,,,,,,Y,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
890217193RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,Y,Y,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
119036549RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,N,,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
881897326RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,,,,,,Y,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
892472564RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,Y,,,,,,Y,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
890175573RR0001,2023-02-15,25,,,,,,,,,,N,"","",N,Y,Y,N,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
119256501RR0001,2023-03-20,25,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
848090601RR0001,2023-01-31,25,,,,,,,,,,N,"","",,,N,N,N,,,,,Y,,,,,,,Y,,,,,Y,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
837546365RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,Y,Y,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
837580174RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
890914393RR0001,2023-03-20,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
886712595RR0001,2023-03-20,25,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
876013004RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,Y,,,,,,,,,,,,,,,,Y,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
773745484RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,,N,N,,N,N,N,,,,,,,,,,
800759417RR0001,2023-02-28,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,Y,N,N,N,N,,,,,,,,,,
118914894RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,N,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
833966567RR0001,2023-02-28,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
891320368RR0001,2023-02-28,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,Y,Y,,,,,,,,Y,"DONATIONS MEMBERSHIP.",N,,,,,,,,,"",,N,N,N,N,N,N,N,,,,,,,,,,,
701547515RR0001,2023-03-31,25,,,,,,,,,,Y,"133063859RR0001","THE CHRISTIAN & MISSIONARY ALLIANCE IN CANADA",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
131568560RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,Y,Y,,,Y,,,Y,,,Y,Y,,,,,"",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,,,,,,,,,,
118798149RR0001,2023-02-28,24,,,,,,,,,,N,"","",N,N,Y,N,N,N,,,,,,,,,,,,Y,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
869059394RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,Y,,,,,,,,,Y,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
891798969RR0001,2023-02-28,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
886730993RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
759044878RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,Y,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
132753799RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
890306640RR0001,2023-02-28,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
119256600RR0001,2023-03-20,25,,,,,,,,,,N,"","",N,Y,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
845941749RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
892776642RR0001,2023-03-18,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,Y,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
131172397RR0001,2023-02-28,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,Y,"NONE",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
890957640RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,,,,,,,,,,
888984390RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,Y,,,Y,,Y,,,Y,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
861178804RR0001,2023-02-28,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,Y,Y,,,,Y,,,,,"",N,,,,,,,,,"",,N,N,N,N,,N,N,N,,,,,,,,,,
119256709RR0001,2023-03-20,25,,,,,,,,,,N,"","",N,N,Y,Y,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
875106817RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,Y,Y,Y,Y,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,N,N,N,N,N,,,,,,,,,,
140315433RR0001,2023-01-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,Y,,,,,,,"",N,,,,,,,,,"",,N,Y,N,N,N,N,N,N,,,,,,,,,,
131189482RR0001,2023-03-31,25,,,,,,,,,,N,"","",N,N,Y,N,N,,,,,,,,,,,,,,,,,,,,,"",N,,,,,,,,,"",,N,N,N,Y,N,N,N,N,,,,,,,,,,
