BN,Category,Sub Category,Designation,Legal Name,Account Name,Address Line 1,Address Line 2,City,Province,Postal Code,Country
784602518RR0002,0150,0001,C,"MAISON PHOENIX","Maison Phoenix","1319 RUE LE VILLAGEOIS","","VAL-DAVID",QC,J0T2N0,CA
713212520RR0001,0001,0099,C,"SUMMERLAND FOOD BANK & RESOURCE CENTRE SOCIETY","SUMMERLAND FOOD BANK & RESOURCE CENTRE SOCIETY","PO BOX 20051","","SUMMERLAND",BC,V0H1Z0,CA
122207723RR0001,0060,0001,B,"THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF QUALICUM BEACH","THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF QUALICUM BEACH","1230 MIDIRON CLOSE","","QUALICUM BEACH",BC,V9K1C6,CA
118877034RR0001,0190,0099,C,"CORPORATION PHILIPPE AUBERT DE GASPE","CORPORATION PHILIPPE AUBERT DE GASPE","710 RUE DE GASPE O","","ST-JEAN-PORT-JOLI",QC,G0R3G0,CA
888503463RR0001,0070,0005,C,"TEMOINAGE-JEUNESSE NORD-OUEST INC","TEMOIGNAGE-JEUNESSE NORD-OUEST INC","CP 1256 SUCC BUREAU-CHEF","","ROUYN-NORANDA",QC,J9X6E4,CA
835957598RR0001,0070,0012,C,"Association Tout à Toi","Association Tout à Toi / Societas Totus Tuus","83 CH. DE LACHALADE","","LORRAINE",QC,J6Z1W7,CA
825965031RR0001,0030,0099,C,"Église Évangélique Parole Vivante St-Laurent","ÉGLISE ÉVANGÉLIQUE PAROLE VIVANTE ST-LAURENT","100 - 720 BOUL DECARIE","","SAINT-LAURENT",QC,H4L3L5,CA
824247928RR0001,0070,0012,C,"CHRISTIAN COMMUNITY INFRASTRUCTURE PROGRAMS CORPORATION (CCI","CHRISTIAN COMMUNITY INFRASTRUCTURE PROGRAMS CORPORATION (CCIP)","PO BOX 513","","RED ROCK",ON,P0T2P0,CA
850918186RR0001,0030,0099,C,"EL-RAPHA WOMEN MINISTRIES","El-Rapha Women Ministries","1070 CANDLEWOOD ST","","ORLEANS",ON,K4A5E9,CA
826360364RR0001,0001,0099,C,"CHRISTIAN ABORIGINAL INFRASTRUCTURE DEVELOPMENTS CORPORATION","CHRISTIAN ABORIGINAL INFRASTRUCTURE DEVELOPMENTS CORPORATION","PO BOX 513","","RED ROCK",ON,P0T2P0,CA
118979061RR0001,0160,0099,C,"KEMPTOWN UNITED CHURCH CEMETARY SOCIETY","KEMPTOWN UNITED CHURCH CEMETERY SOCIETY","1 - 81 QUEEN ST","","TRURO",NS,B2N2B2,CA
739988939RR0001,0011,0099,C,"IvanShalom Foundation","IvanShalom Foundation","518 MCDONOUGH WAY NW","","EDMONTON",AB,T5Y0P1,CA
843769845RR0001,0210,0002,B,"SOAR LIKE AN EAGLE FOUNDATION","Soar Like an Eagle Foundation","190 BLYTH CRESCENT","","OAKVILLE",ON,L6J5H6,CA
857209043RR0001,0070,0012,C,"Ministère d'Evangélisation 'La Voix du Réveil'","MINISTERE D'EVANGELISATION 'LA VOIX DU REVEIL'","8490  RUE PIERRE EMMANUEL","","LAVAL",QC,H7Y2B2,CA
119256337RR0001,0060,0001,C,"THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF HIGH RIVER","THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF HIGH RIVER","1208 - 6068 NO. 3 RD","","RICHMOND",BC,V6Y4M7,CA
890309370RR0001,0160,0099,C,"CGC VOLUNTEER FIRE DEPARTMENT","CGC VOLUNTEER FIRE DEPARTMENT","1634 SHORE ROAD","","GUNNING COVE SHELBURNE COUNTY",NS,B0T1W0,CA
888121266RR0001,0160,0099,C,"RED DEER/LACOMBE RURAL COMMUNITY CRIME WATCH ASSOCIATION","Red Deer / Lacombe Rural Community Crime Watch Association","4405 SOUTH STREET","PO BOX 1780","BLACK FALDS",AB,T0M0J0,CA
812202620RR0001,0030,0004,C,"GREAT COMMISSION CHURCH","Great Commission Church","954 WESTVIEW CRES","","NORTH VANCOUVER",BC,V7N3Y2,CA
118977834RR0001,0001,0010,C,"KARING KITCHEN - CUISINE A COEUR INC.","KARING KITCHEN - CUISINE A COEUR INC.","75 ALMA STREET","","MONCTON",NB,E1C4Y3,CA
850238411RR0001,0110,0099,C,"Comité Aide aux Malades (Baie Ste-Anne) Inc.","Comité Aide aux Malades (Baie Ste-Anne) Inc.","5361 ROUTE 117","","BAIE-SAINTE-ANNE",NB,E9A1E5,CA
118979178RR0001,0160,0099,C,"KEMPTVILLE DISTRICT VOLUNTEER FIRE DEPARTMENT","KEMPTVILLE DISTRICT VOLUNTEER FIRE DEPARTMENT","3597 HIGHWAY 203","","EAST KEMPTVILLE",NS,B5A5P5,CA
801964842RR0001,0001,0099,C,"Aerosan","Aerosan","3 - 2331 CREIGHTON ST","","HALIFAX",NS,B3K3R8,CA
118868009RR0001,0011,0099,C,"COLLEGE OF CHURCHES OF CHRIST IN CANADA","COLLEGE OF CHURCHES OF CHRIST IN CANADA","380 VALLEYVIEW AVE","","LONDON",ON,N5Y1S8,CA
119255289RR0001,0060,0001,B,"THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF CAPE BRETON REGIONAL MUNICIPALITY","THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF CAPE BRETON REGIONAL MUNICIPALITY","155 O'NEILS LANE","","NORTH WEST ARM",NS,B2A4W7,CA
893419366RR0001,0011,0099,C,"CONSEIL D'ALPHABETISATION- TORONTO INC","CONSEIL D'ALPHABETISATION - TORONTO INC.","90 RICHMOND ST STE 302","","TORONTO",ON,M5C1P1,CA
885209007RR0001,0160,0003,C,"BONNYVILLE VICTIM SERVICES SOCIETY","BONNYVILLE VICTIM SERVICES SOCIETY","4515 54 AVE","","BONNYVILLE",AB,T9N0C2,CA
119055218RR0001,0160,0099,C,"NEW GLASGOW PIONEER CEMETERY BOARD","NEW GLASGOW PIONEER CEMETERY BOARD","22436 TALBOT LINE","","RODNEY",ON,N0L2C0,CA
141088187RR0001,0200,0005,C,"FREDERICTON TRAILS COALITION INC/COALITION DES SENTIERS DE FREDERICTON INC","FREDERICTON TRAILS COALITION INC /COALITION DES SENTIERS DE FREDERICTON INC","P.O. BOX 3715  STATION B","","FREDERICTON",NB,E3A5L7,CA
876449075RR0001,0001,0013,C,"LEDUC SANTA'S HELPERS SOCIETY","Leduc Santa's Helpers Society","PO BOX 5521 STN MAIN","","LEDUC",AB,T9E2A1,CA
871659645RR0001,0110,0099,C,"GLOBAL AID SOCIETY","GLOBAL AID SOCIETY","5920 BOWWATER CRESCENT NW","","CALGARY",AB,T3B2H4,CA
120818240RR0001,0001,0099,C,"Aide aux Travailleurs Accidentés  ATA","AIDE AUX TRAVAILLEURS ACCIDENTÉ  ATA","114B AV DE GASPE E","","SAINT-JEAN-PORT-JOLI",QC,G0R3G0,CA
132482316RR0001,0001,0099,C,"CARTIER SENIOR CITIZENS SUPPORT COMMITTEE INC","CARTIER SENIOR CITIZENS SUPPORT COMMITTEE INC","PO BOX 215","","ELIE",MB,R0H0H0,CA
119159648RR0001,0060,0001,A,"THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF TOWN OF MOUNT ROYAL","THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF TOWN OF MOUNT ROYAL","627 MITCHELL AVENUE","","TOWN OF MOUNT ROYAL",QC,H3R1L5,CA
815505110RR0001,0150,0004,C,"ARCHWOOD 55 PLUS INC.","Archwood 55 Plus Inc.","PO BOX 48148 RPO LAKEWOOD","","WINNIPEG",MB,R2J4A3,CA
119006617RR0001,0120,0003,C,"LAPLAND AND DISTRICT FIRE DEPARTMENT","LAPLAND AND DISTRICT FIRE DEPARTMENT","1632 CAMPERDOWN ROAD","","CAMPERDOWN",NS,B4V6S5,CA
866382674RR0001,0120,0003,C,"BRIGHTON-BARTON FIRE DEPT.","Brighton-Barton Fire Dept.","PO BOX 66","","BARTON",NS,B0W1H0,CA
806137022RR0001,0110,0099,C,"ROYAL VICTORIA REGIONAL HEALTH CENTRE AUXILIARY","ROYAL VICTORIA REGIONAL HEALTH CENTRE AUXILIARY","201 GEORGIAN DRIVE","","BARRIE",ON,L4M6M2,CA
898930748RR0001,0001,0099,C,"FONDATION DU BEL AGE INC","FONDATION DU BEL AGE INC.","2102 RUE COULOMBE","","DOLBEAU-MISTASSINI",QC,G8L3L4,CA
786462804RR0001,0030,0099,C,"GÉNÉRATION: UNITÉ","Génération: Unité","14203 AV LAMBERT-GRENIER","","SAINT-HYACINTHE",QC,J2R1M2,CA
799375670RR0001,0110,0099,C,"APPARTENANCE DRUMMOND","Appartenance Drummond","2055 RUE EMILIA","","DRUMMONDVILLE",QC,J2B7Z8,CA
887300358RR0001,0210,0002,A,"Fondation du Manoir St-Eustache","FONDATION DU MANOIR ST-EUSTACHE","55 RUE CHENIER","","ST-EUSTACHE",QC,J7R4Y8,CA
892608241RR0001,0001,0099,C,"THE OPEN HAMPER FOOD BANK SOCIETY","THE OPEN HAMPER FOOD BANK SOCIETY","3291 CAPE CLIFF RD","","FOX HARBOUR",NS,B0K1L0,CA
854053634RR0001,0001,0013,C,"BREAKING AWAY - SUPPORTING INDEPENDENCE FOR ADULTS WITH A DEVELOPMENTAL DISABILITY","BREAKING AWAY - SUPPORTING INDEPENDENCE FOR ADULTS WITH A DEVELOPMENTAL DISABILITY","52 CENTENNIAL AVENUE","","SAULT STE MARIE",ON,P6A5B3,CA
867270647RR0001,0190,0001,A,"Women's Musical Club of Toronto Foundation","Women's Musical Club of Toronto Foundation","700 - 2 BLOOR ST W","","TORONTO",ON,M4W3E2,CA
119094944RR0001,0200,0009,C,"PLEASINGTON HISTORICAL SOCIETY","PLEASINGTON HISTORICAL SOCIETY","PO BOX 277","","FORESTBURG",AB,T0B1N0,CA
875734816RR0001,0100,0004,C,"CHINOOK SOCIETY FOR RECOVERING ADDICTS","Chinook Society for Recovering Addicts","408-13 STREET NORTH","","LETHBRIDGE",AB,T1H2S2,CA
119255354RR0001,0060,0001,B,"THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF RIVERVIEW","THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF RIVERVIEW","713 YALE AVE","","RIVERVIEW",NB,E1B2C3,CA
119031813RR0001,0160,0099,C,"MAPLE LEAF CEMETERY","MAPLE LEAF CEMETERY","2190 CONQUERALL RD","","CONQUERALL BANK",NS,B4V0J7,CA
897637708RR0001,0200,0013,C,"FRIENDS OF CYPRESS HILLS PARK INC.","FRIENDS OF CYPRESS HILLS PARK INC.","1248 PARKVIEW DR NE","","MEDICINE HAT",AB,T1C1N9,CA
136016219RR0001,0011,0099,C,"FONDATION SAULT-ST-LOUIS","LA FONDATION  SAULT-SAINT-LOUIS","7161  RUE DAVID","","VERDUN",QC,H4H2M1,CA
873011811RR0001,0012,0003,C,"VANCOUVER ASIAN CANADIAN THEATRE","Vancouver Asian Canadian Theatre","1885 VENABLES ST","","VANCOUVER",BC,V5L2H6,CA
890428469RR0001,0160,0099,C,"OSOYOOS LAKE WATER QUALITY SOCIETY","OSOYOOS LAKE WATER QUALITY SOCIETY","PO BOX 1382","","OSOYOOS",BC,V0H1V0,CA
119256105RR0001,0060,0001,C,"THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF WINDSOR","THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF WINDSOR  ONTARIO","1771 SOUTHDALE DR.","","WINDSOR",ON,N8W4X7,CA
890795941RR0001,0060,0001,C,"The Spiritual assembly of the Baha'is of Lapeche","THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF LAPECHE","84 CH DE LA VALLÉE DE","WAKEFIELD","LA PECHE",QC,J0X3G0,CA
895596153RR0001,0110,0099,C,"PONTEIX & DISTRICT ROAD AMBULANCE NON-PROFIT CORPORATION","PONTEIX & DISTRICT ROAD AMBULANCE NON-PROFIT CORPORATION","BOX 150","","PONTEIX",SK,S0N1Z0,CA
119058022RR0001,0150,0004,C,"NIPAWIN SENIOR CITIZENS ASSOCIATION INC.","NIPAWIN SENIOR CITIZENS ASSOCIATION INC.","BOX 1136","","NIPAWIN",SK,S0E1E0,CA
863283701RR0001,0180,0002,C,"OKANAGAN CENTRAL SMALL DOG RESCUE SOCIETY","OKANAGAN CENTRAL SMALL DOG RESCUE SOCIETY","BOX 23084  PLAZA 33","","KELOWNA",BC,V1X7K7,CA
869299024RR0001,0210,0002,B,"WOOD CREEK FARM","WOOD CREEK FARM","4803 PIONEER TRAIL","","PUSLINCH",ON,N0B2J0,CA
852008978RR0001,0200,0006,C,"MACKAY CEMETERY ASSOCIATION","MACKAY CEMETERY ASSOCIATION","3632 WEST BAY HIGHWAY","","WEST BAY",NS,B0E3K0,CA
118898261RR0001,0001,0099,C,"ELROSE GOLDEN AGE CLUB","ELROSE GOLDEN AGE CLUB","BOX 254","","ELROSE",SK,S0L0Z0,CA
892171448RR0001,0070,0005,C,"TRUE LIGHT FELLOWSHIP","TRUE LIGHT FELLOWSHIP","5733 BRENNER CRES NW","","CALGARY",AB,T2L1Z3,CA
820593416RR0001,0001,0099,B,"Rural Action International","Rural Action International","33 MCKINNON DR","","CHATHAM",ON,N7M1B5,CA
890217193RR0001,0200,0009,C,"THE CANADIAN CAVE CONSERVANCY","THE CANADIAN CAVE CONSERVANCY","101-560 STEWART AVE.","","NANAIMO",BC,V9S5T5,CA
119036549RR0001,0001,0099,C,"MEALS ON WHEELS LUNENBURG  N.S.","MEALS ON WHEELS LUNENBURG  N.S.","PO BOX 85","","LUNENBURG",NS,B0J2C0,CA
881897326RR0001,0110,0099,C,"Fondation de la Société Culturelle Québécoise des Sourds","Fondation de la Société Culturelle Québécoise des Sourds","287 RUE DES MESANGES","","LEVIS",QC,G7A3E6,CA
892472564RR0001,0160,0010,C,"'FONDATION DU CINQUIEME'","'FONDATION DU CINQUIEME'","5E RALC  BÂTISSE 311","CP 1000  SUCCURSALE FORCES","COURCELETTE",QC,G0A4Z0,CA
890175573RR0001,0030,0099,B,"ADAMIWKA GREEK CATHOLIC HOLY GHOST CHURCH","ADAMIWKA GREEK CATHOLIC HOLY GHOST CHURCH","POST OFFICE BOX 594","","ROSTHERN",SK,S0K3R0,CA
119256501RR0001,0060,0001,B,"THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF SUMMERLAND","THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF SUMMERLAND","2320 JOHNSON ST.","","SUMMERLAND",BC,V0H1Z4,CA
848090601RR0001,0011,0099,B,"Fondation Acadé-Kicks","Fondation Acadé-Kicks","201-9850 RUE TOLHURST","","MONTRÉAL",QC,H3L2Z8,CA
837546365RR0001,0150,0004,C,"PENSIONER AND SENIOR CITIZENS ORGANIZATION #100 OF SONNINGDALE INC.","PENSIONER AND SENIOR CITIZENS ORGANIZATION #100 OF SONNINGDALE INC.","BOX 13","","SONNINGDALE",SK,S0K4B0,CA
837580174RR0001,0200,0009,C,"Société d'Histoire de Saint-Rémi","Société d'Histoire de Saint-Rémi","110 RUE POUPART","","SAINT-REMI",QC,J0L2L0,CA
890914393RR0001,0060,0001,C,"The Spiritual Assembly of the Baha'is of Laval","THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF LAVAL","3756 BOUL SAINTE-ROSE","","LAVAL",QC,H7P1C4,CA
886712595RR0001,0060,0001,B,"THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF COWICHAN VALLEY E","THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF COWICHAN VALLEY E","2B - 5451 MILLER RD","","DUNCAN",BC,V9L6R2,CA
876013004RR0001,0001,0007,C,"CHILDREN OF THE NATIONS (CANADA) INC.","CHILDREN OF THE NATIONS (CANADA) INC.","12838 DILLON DR","","WINDSOR",ON,N8N1C9,CA
773745484RR0001,0060,0002,C,"ZHENG FA MING BUDDHIST ASSOCIATION","Zheng Fa Ming Buddhist Association","212-7280 LINDSAY RD","","RICHMOND",BC,V7C3M6,CA
800759417RR0001,0001,0099,C,"Stephen's Backpacks for Children in Need Society","Stephen's Backpacks for Children in Need Society","216 FLETT PLACE","","AIRDRIE",AB,T4B1N6,CA
118914894RR0001,0200,0005,C,"FERTILE COMMUNITY RINK COOPERATIVE ASSOCIATION","FERTILE COMMUNITY RINK CO-OPERATIVE ASSOCIATION","PO BOX 39","","FERTILE",SK,S0C0W0,CA
833966567RR0001,0001,0004,C,"Blessings to You Free Center","Blessings to You Free Center","PO BOX 162","","PALMERSTON",ON,N0G2P0,CA
891320368RR0001,0200,0009,C,"GUELPH HISTORICAL SOCIETY","GUELPH HISTORICAL SOCIETY","A102-100 CRIMEA ST","","GUELPH",ON,N1H2Y6,CA
701547515RR0001,0030,0099,C,"Broadview Vietnamese Evangelical Church of the Christian and Missionary Alliance in Canada","BROADVIEW VIETNAMESE EVANGELICAL CHURCH OF THE CHRISTIAN & MISSIONARY ALLIANCE IN CANADA","1502 - 10 HOGARTH AVE","","TORONTO",ON,M4K1J9,CA
131568560RR0001,0120,0006,C,"WEST HANTS GROUND SEARCH & RESCUE","WEST HANTS GROUND SEARCH AND RESCUE","821 HIGHWAY 1","RR 1","FALMOUTH",NS,B0P1L0,CA
118798149RR0001,0160,0099,C,"BADDECK CEMETERY ASSOCIATION","BADDECK CEMETERY ASSOCIATION","VICTORIA COUNTY","P.O. BOX 647","BADDECK",NS,B0E1B0,CA
869059394RR0001,0110,0014,A,"DELTA COMMUNITY LIVING FOUNDATION","DELTA COMMUNITY LIVING FOUNDATION","1  3800-72ND STREET","","DELTA",BC,V4K3N2,CA
891798969RR0001,0001,0099,C,"COMMUNITY CHRISTMAS TOYS","COMMUNITY CHRISTMAS TOYS","315 MATTHEWS RD","","WELLAND",ON,L3B5N4,CA
886730993RR0001,0100,0099,C,"DIABETES RESEARCH AND TREATMENT CENTRE WINNIPEG INC","DIABETES RESEARCH AND TREATMENT CENTRE WINNIPEG INC /CENTRE DE RESEARCHE ET TRAITEMENT DE DIABETE WINNIPEG INC","4 DEVONSHIRE PLACE(ROOM 2)","BUILDING 3","TORONTO",ON,M5S2E1,CA
759044878RR0001,0155,0099,C,"Beacon Bags","Beacon Bags","6 - 1652 COUNTY ROAD 2 W","RR 1","PRESCOTT",ON,K0E1T0,CA
132753799RR0001,0013,0099,C,"FRIENDS FOR WORLD DEVELOPMENT SOCIETY","FRIENDS FOR WORLD DEVELOPMENT SOCIETY","5425 55 ST","","ST PAUL",AB,T0A3A1,CA
890306640RR0001,0160,0010,C,"ROYAL UNITED SERVICES INSTITUTE OFREGINA TRUST FUND","ROYAL UNITED SERVICES INSTITUTE OF REGINA TRUST FUND","14 - 105 ANGUS RD","","REGINA",SK,S4R3L4,CA
119256600RR0001,0060,0001,B,"THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF SALT SPRING ISLAND 'F'","THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF SALT SPRING ISLAND 'F'","132 BROOKWOOD ROAD","","SALT SPRING ISLAND",BC,V8K1W4,CA
845941749RR0001,0030,0011,C,"ASSEMBLEE EVANGELIQUE PENTECOSTALE","ASSEMBLEE EVANGELIQUE PENTECOSTALE","139 MIDWEST RD  UNIT 1A","","SCARBOROUGH",ON,M1P3A6,CA
892776642RR0001,0030,0099,C,"PEACE COUNTRY BIBLE COLLEGE OF MANIFEST STUDIES","PEACE COUNTRY BIBLE COLLEGE OF MANIFEST STUDIES","442 GIBB WYND NW","","EDMONTON",AB,T5T6W7,CA
131172397RR0001,0110,0099,C,"CANADIAN ASSOCIATION FOR CLINICAL MICROBIOLOGY AND INFECTIOUS DISEASES - L'ASSOCIATION CANADIENNE DE MICROBIOLOGIE CLINIQUE ET DES MALADIES CONTAGIEUSES","CANADIAN ASSOCIATION FOR CLINICAL MICROBIOLOGY AND INFECTIOUS DISEASES - L'ASSOCIATION CANADIENNE DE MICROBIOLOGIE CLINIQUE ET DES MALADIES CONTAGIEUSES","1015 ARLINGTON ST","","WINNIPEG",MB,R3E3R2,CA
890957640RR0001,0001,0099,C,"ACTON FOOD SHARE","ACTON FOOD SHARE","P.O. BOX 74","","ACTON",ON,L7J2M2,CA
888984390RR0001,0210,0001,C,"VICTORIA COUNTY MEMORIAL HOSPITAL CHARITABLE FOUNDATION","VICTORIA COUNTY MEMORIAL HOSPITAL CHARITABLE FOUNDATION","30 OLD MARGAREE ROAD","PO BOX 602","BADDECK",NS,B0E1B0,CA
861178804RR0001,0160,0099,C,"FRIENDS OF THE HALTON HILLS LIBRARIES","FRIENDS OF THE HALTON HILLS LIBRARIES","9 CHURCH STREET","","GEORGETOWN",ON,L7G2A3,CA
119256709RR0001,0060,0001,C,"THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF KAMLOOPS","THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF KAMLOOPS","PO BOX 824 MAIN STATION","","KAMLOOPS",BC,V2C5M8,CA
875106817RR0001,0210,0002,A,"Nellie Philanthropy Foundation","NELLIE PHILANTHROPY FOUNDATION","240 - 376 AV VICTORIA","","WESTMOUNT",QC,H3Z1C3,CA
140315433RR0001,0001,0099,C,"ISAIAH HOUSE SPECIAL CARE SOCIETY","ISAIAH HOUSE SPECIAL CARE SOCIETY","511 YOUNG AVENUE","","HALIFAX",NS,B3H2V4,CA
131189482RR0001,0001,0099,C,"Les Maisons Familiales Par Amour Inc.","Les Maisons Familiales Par Amour Inc.","13200  335 RTE","","CHERTSEY",QC,J0K3K0,CA
891490344RR0001,0001,0099,C,"Clud de l'âge d'or de granby inc.","CLUB DE L'AGE D'OR DE GRANBY INC.","95 BOULEVARD LECLERC EST","","GRANBY",QC,J2H2R1,CA
890107824RR0001,0170,0001,C,"RAPPEL - COOP DE SOLIDARITÉ EN PROTECTION DE L'EAU","RAPPEL - Coop de solidarité en protection de l'eau","350A RUE LAVAL","","SHERBROOKE",QC,J1C0R1,CA
132637877RR0001,0001,0099,C,"BRADLEY COMMUNITY CENTRE ASSOCIATION","BRADLEY COMMUNITY CENTRE ASSOCIATION","PO BOX 177","","COOMBS",BC,V0R1M0,CA
867536674RR0001,0060,0001,B,"THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF NORTH DUMFRIES","THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF NORTH DUMFRIES","P.O. BOX 1083","","AYR",ON,N0B1E0,CA
715360129RR0002,0001,0099,C,"Light Up Your World-Education  Inc.","Light Up Your World-Education  Inc.","122 JAMES GOVAN DR","","WHITBY",ON,L1N0H4,CA
816213821RR0001,0210,0002,B,"H B GORDON EDUCATION FOUNDATION","H B Gordon Education Foundation","SUITE 1165","5328 CALGARY TRAIL NW","EDMONTON",AB,T6H4J8,CA
118968098RR0001,0160,0099,C,"INDIAN POINT FIRE DEPARTMENT","INDIAN POINT FIRE DEPARTMENT","59 INDIAN POINT RD","","MAHONE BAY",NS,B0J2E0,CA
700546104RR0001,0170,0001,C,"Action Adstock pour le respect et la protection de l'environnement","Action Adstock pour le respect et la protection de l'environnement","29 CH DU BOCAGE","","ADSTOCK",QC,G0N1S0,CA
854385804RR0001,0200,0006,C,"LEWIS MOUNTAIN CEMETERY LTD.","LEWIS MOUNTAIN CEMETERY LTD.","765 SCOTT RD","","LEWIS MOUNTAIN",NB,E4J3B7,CA
129580759RR0001,0001,0099,C,"LE COMPTOIR FAMILIAL DE THETFORD MINES INC.","LE COMPTOIR FAMILIAL DE THETFORD MINES INC.","17 RUE DE LA FABRIQUE","","THETFORD-MINES",QC,G6G2N4,CA
891433211RR0001,0110,0099,C,"FAMILY MENTAL HEALTH SUPPORT NETWORK OF NIAGARA","Family Mental Health Support Network of Niagara","2969 SHAWNEE TRAIL  RR 2","","RIDGEWAY",ON,L0S1N0,CA
119252161RR0001,0180,0099,C,"The Province Of Québec Society For The Protection Of Birds  Inc La Société Québécoise de Protection des Oiseaux  Inc.","THE PROVINCE OF QUEBEC SOCIETY FOR THE PROTECTION OF BIRDS  INC.","79  RUE KIPPS","","GREENFIELD PARK",QC,J4V3B1,CA
118819697RR0001,0001,0099,C,"BROCKVILLE SENIOR CITIZENS INC","BROCKVILLE SENIOR CITIZENS INC.","15 ELM AVE","","BROCKVILLE",ON,K6V2M3,CA
888011046RR0001,0200,0006,C,"HARDWOOD LANDS CEMETERY COMPANY","HARDWOOD LANDS CEMETERY COMPANY","150 MOXSOM RD","","HARDWOOD LANDS",NS,B0N1Y0,CA
848168720RR0001,0110,0099,C,"BREAST QUEST DRAGON BOAT SOCIETY","BREAST QUEST DRAGON BOAT SOCIETY","108 - 43 WOODMAN RD","","WOLFVILLE",NS,B4P0C5,CA
874718596RR0001,0001,0004,A,"MORRIS MCC COMMUNITY ASSISTANCE CENTRE INC.","MORRIS M.C.C. COMMUNITY ASSISTANCE CENTRE INC.","BOX 62","","MORRIS",MB,R0G1K0,CA
894231778RR0001,0200,0009,C,"FRIENDS OF SPRUCE WOODS INC.","FRIENDS OF SPRUCE WOODS INC.","PO BOX 238","","GLENBORO",MB,R0K0X0,CA
822311833RR0001,0030,0004,C,"NEW BEGINNINGS BAPTIST CHURCH OF DAWSON CREEK","New Beginnings Baptist Church of Dawson Creek","PO BOX 444","","DAWSON CREEK",BC,V1G4H3,CA
118891589RR0001,0011,0099,C,"EASTWOOD STAFF SCHOLARSHIP FUND","EASTWOOD STAFF SCHOLARSHIP FUND","615 WESTFIELD DR","","WATERLOO",ON,N2T2P2,CA
893435701RR0001,0060,0001,C,"THE SPIRITUAL ASSEMBLY OF THE BAHA'IS OF KINGSTON","SPIRITUAL ASSEMBLY OF THE BAHA'IS OF KINGSTON","PO BOX 22004","","KINGSTON",ON,K7M8S5,CA
118809656RR0001,0012,0003,C,"CARAVAN FARM THEATRE SOCIETY","Caravan Farm Theatre Society","4886 SALMON RIVER RD","","SPALLUMCHEEN",BC,V4Y0L8,CA
882772866RR0001,0015,0001,C,"THE SOCIETY FOR DEVELOPMENT IN THIRD WORLD COUNTRIES","THE SOCIETY FOR DEVELOPMENT IN THIRD WORLD COUNTRIES","353 WESTRIDGE ROAD NW","","EDMONTON",AB,T5T1C4,CA
118785435RR0001,0001,0099,C,"AMHERSTBURG ANDERDON AND MALDEN GOODFELLOWS INC.","AMHERSTBURG ANDERDON AND MALDEN GOODFELLOWS INC.","122 FRYER ST","","AMHERSTBURG",ON,N9V2L7,CA
841797475RR0001,0150,0004,B,"NORQUAY INVOLVED COMMUNITY EFFORT SENIOR CITIZENS CENTRE INC.","NORQUAY INVOLVED COMMUNITY EFFORT SENIOR CITIZENS CENTRE INC.","BOX 234","","NORQUAY",SK,S0A2V0,CA
890348378RR0001,0190,0099,C,"TORONTO WAGNER SOCIETY","TORONTO WAGNER SOCIETY","303 - 149 SOUTH DR","","TORONTO",ON,M4W1S3,CA
119066397RR0001,0001,0099,C,"OLD LADIES HOME SOCIETY","OLD LADIES HOME SOCIETY","60 WILLIAM ST","","YARMOUTH",NS,B5A1Y5,CA
119015261RR0001,0190,0099,C,"LES ECHOS DU PACIFIQUE","LES ECHOS DU PACIFIQUE","200 - 938 BRUNETTE AVE","","COQUITLAM",BC,V3K1C9,CA
131543597RR0001,0190,0099,C,"AROKIS CENTRE OF MUSIC SOCIETY","AROKIS CENTRE OF MUSIC SOCIETY","7844 11TH AVE","","BURNABY",BC,V3N2N3,CA
891961229RR0001,0200,0002,C,"SYLVAN LAKE & DISTRICT ARCHIVES SOCIETY","SYLVAN LAKE & DISTRICT ARCHIVES SOCIETY","5012-48TH AVENUE","","SYLVAN LAKE",AB,T4S1G6,CA
119183242RR0001,0200,0005,C,"ST JOSEPH SENIORS CLUB INC","ST JOSEPH SENIORS CLUB INC","PO BOX 248","","ST LOUIS",SK,S0J2C0,CA
